Unnamed: 0,Query Path,SAT/UNSAT,Depths,Z3,cvc5,Princess,Algaroba
0,../blocksworld/blocksworld_from_18_0_3_to_4_13_4_negated_goal_bmc_3.smt2,"{'algaroba': 'unsat', 'algaroba with pause based on depth': 'unsat'}","{Tower: 92, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Record_left_center_right: 8, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_R_S_T_U: 9, }",0.139174222946167,0.0786948204040527,8.636027574539185,0.0866792201995849
1,../blocksworld/blocksworld_from_1_2_10_to_13_0_0_negated_goal_bmc_3.smt2,"{'algaroba': 'unsat', 'algaroba with pause based on depth': 'unsat'}","{Tower: 75, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M: 9, Record_left_center_right: 8, }",0.1088685989379882,0.070620059967041,9.820053339004517,0.0649683475494384
2,../blocksworld/blocksworld_from_12_7_0_to_14_5_0_negated_goal_bmc_7.smt2,"{'algaroba': 'unsat', 'algaroba with pause based on depth': 'unsat'}","{Tower: 136, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_R_S: 21, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Record_left_center_right: 12, }",0.67411208152771,9.927621603012083,1201.0,0.3338618278503418
3,../blocksworld/blocksworld_from_12_0_7_to_18_0_1_negated_goal_bmc_5.smt2,"{'algaroba': 'unsat', 'algaroba with pause based on depth': 'unsat'}","{Tower: 112, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_R_S: 15, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Record_left_center_right: 10, }",0.1489508152008056,0.2329113483428955,1201.0,0.1806151866912841
4,../blocksworld/blocksworld_from_7_3_12_to_12_0_10_negated_goal_bmc_8.smt2,"{'algaroba': 'unsat', 'algaroba with pause based on depth': 'unsat'}","{Tower: 153, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Record_left_center_right: 13, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_R_S_T_U_V: 24, }",5.240661859512329,39.99038887023926,1201.0,1.6606130599975586
5,../blocksworld/blocksworld_from_0_0_8_to_1_3_4_negated_goal_bmc_9.smt2,"{'algaroba': 'sat', 'algaroba with pause based on depth': 'sat'}","{Tower: 135, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Enum_A_B_C_D_E_F_G_H: 27, Record_left_center_right: 14, }",0.7042925357818604,1.047717809677124,1201.0,7.537315368652344
6,../blocksworld/blocksworld_from_11_4_8_to_17_1_5_negated_goal_bmc_2.smt2,"{'algaroba': 'unsat', 'algaroba with pause based on depth': 'unsat'}","{Tower: 84, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_R_S_T_U_V_W: 6, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Record_left_center_right: 7, }",0.1114008426666259,0.0704751014709472,4.780328750610352,0.090463638305664
7,../blocksworld/blocksworld_from_0_1_19_to_6_3_11_negated_goal_bmc_9.smt2,"{'algaroba': 'unsat', 'algaroba with pause based on depth': 'unsat'}","{Tower: 162, Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_R_S_T: 27, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Record_left_center_right: 14, }",11.277565956115724,78.62250447273254,1201.0,1.681049108505249
8,../blocksworld/blocksworld_from_5_2_3_to_9_0_1_negated_goal_bmc_10.smt2,"{'algaroba': 'unsat', 'algaroba with pause based on depth': 'unsat'}","{Tower: 152, Enum_A_B_C_D_E_F_G_H_I_J: 30, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Record_left_center_right: 15, }",69.37054634094238,749.5229079723358,1201.0,1.886504411697388
9,../blocksworld/blocksworld_from_6_0_0_to_3_2_1_negated_goal_bmc_5.smt2,"{'algaroba': 'unsat', 'algaroba with pause based on depth': 'unsat'}","{Tower: 86, Enum_left-to-center_left-to-right_center-to-left_center-to-right_right-to-left_right-to-center: 0, Enum_A_B_C_D_E_F: 15, Record_left_center_right: 10, }",0.1316230297088623,0.2268149852752685,1201.0,0.1517627239227295
